"ccdd","mp_code","drug_identification_number","brand_name","company_name","mp_formal_name","mp_en_description","mp_fr_description","mp_status","mp_status_effective_time"
TRUE,"00021474","00021474","TEVA-HYDROCHLOROTHIAZIDE","TEVA CANADA LIMITED","TEVA-HYDROCHLOROTHIAZIDE (hydrochlorothiazide 25 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",1968-12-31
FALSE,"00001007","00001007","MYDRIACYL","NOVARTIS PHARMACEUTICALS CANADA INC","MYDRIACYL (tropicamide 1 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active",1969-12-31
FALSE,"00038121","00038121","EPHEDRINE SULFATE INJECTION","HOSPIRA HEALTHCARE CORPORATION","EPHEDRINE SULFATE INJECTION (ephedrine sulfate 50 mg per mL solution for injection) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"active",1966-12-31
FALSE,"00000809","00000809","ISOPTO TEARS 0.5%","NOVARTIS PHARMACEUTICALS CANADA INC","ISOPTO TEARS 0.5% (hypromellose 0.5 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active",1969-12-31
FALSE,"00000817","00000817","ISOPTO TEARS 1%","NOVARTIS PHARMACEUTICALS CANADA INC","ISOPTO TEARS 1% (hypromellose 1 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active",1970-12-31
TRUE,"00005606","00005606","RITALIN 10MG","NOVARTIS PHARMACEUTICALS CANADA INC","RITALIN 10MG (methylphenidate hydrochloride 10 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active",1956-12-31
TRUE,"00005614","00005614","RITALIN 20MG","NOVARTIS PHARMACEUTICALS CANADA INC","RITALIN 20MG (methylphenidate hydrochloride 20 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active",1958-12-31
FALSE,"00074500","00074500","VIOFORM HYDROCORTISONE","PALADIN LABS INC","VIOFORM HYDROCORTISONE (clioquinol 3 % and hydrocortisone 1 % cutaneous cream) PALADIN LABS INC",NA,NA,"active",1957-12-31
FALSE,"00177016","00177016","VALISONE-G CREAM","VALEANT CANADA LP/VALEANT CANADA S.E.C.","VALISONE-G CREAM (betamethasone (betamethasone valerate) 0.1 % and gentamicin (gentamicin sulfate) 0.1 % cutaneous cream) VALEANT CANADA LP/VALEANT CANADA S.E.C.",NA,NA,"active",1970-12-31
FALSE,"00037796","00037796","SODIUM CHLORIDE INJECTION USP","PFIZER CANADA INC","SODIUM CHLORIDE INJECTION USP (sodium chloride 9 mg per mL solution for injection) PFIZER CANADA INC",NA,NA,"active",1967-12-31
FALSE,"00074454","00074454","LOCACORTEN VIOFORM EARDROPS","PALADIN LABS INC","LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % and flumethasone pivalate 0.02 % otic drops) PALADIN LABS INC",NA,NA,"active",1969-12-31
FALSE,"00176192","00176192","FIORINAL C1/4","TRIBUTE PHARMACEUTICALS CANADA INC","FIORINAL C1/4 (acetylsalicylic acid 330 mg and butalbital 50 mg and caffeine 40 mg and codeine phosphate 15 mg oral capsule) TRIBUTE PHARMACEUTICALS CANADA INC",NA,NA,"active",1970-12-31
FALSE,"00176206","00176206","FIORINAL C1/2","TRIBUTE PHARMACEUTICALS CANADA INC","FIORINAL C1/2 (acetylsalicylic acid 330 mg and butalbital 50 mg and caffeine 40 mg and codeine phosphate 30 mg oral capsule) TRIBUTE PHARMACEUTICALS CANADA INC",NA,NA,"active",1970-12-31
TRUE,"02162806","02162806","MINITRAN","VALEANT CANADA LP/VALEANT CANADA S.E.C.","MINITRAN (nitroglycerin 18 mg per 6.7 sq cm transdermal patch) VALEANT CANADA LP/VALEANT CANADA S.E.C.",NA,NA,"active",1995-12-31
FALSE,"00131237","00131237","CONRAY 60","LIEBEL-FLARSHEIM CANADA INC","CONRAY 60 (iothalamate meglumine 600 mg per mL solution for injection) LIEBEL-FLARSHEIM CANADA INC",NA,NA,"active",1951-12-31
FALSE,"00029149","00029149","FUNGIZONE INTRAVENOUS INJECTION 50MG","BRISTOL-MYERS SQUIBB CANADA","FUNGIZONE INTRAVENOUS INJECTION 50MG (amphotericin b 50 mg per vial powder for solution for injection) BRISTOL-MYERS SQUIBB CANADA",NA,NA,"active",1958-12-31
FALSE,"00001147","00001147","ALBALON","ALLERGAN INC","ALBALON (naphazoline hydrochloride 0.1 % ophthalmic drops) ALLERGAN INC",NA,NA,"active",1970-12-31
FALSE,"00036323","00036323","LOMOTIL","PFIZER CANADA INC","LOMOTIL (atropine sulfate 0.025 mg and diphenoxylate hydrochloride 2.5 mg oral tablet) PFIZER CANADA INC",NA,NA,"active",1960-12-31
TRUE,"700001","00155357","ADRENALIN CHLORIDE SOL 1:1000 AMP","ERFA CANADA 2012 INC","ADRENALIN CHLORIDE SOL 1:1000 AMP (epinephrine (epinephrine hydrochloride) 1 mg per 1 mL solution for injection ampoule) ERFA CANADA 2012 INC",NA,NA,"active",1951-12-31
TRUE,"700002","00155357","ADRENALIN CHLORIDE SOL 1:1000 AMP","ERFA CANADA 2012 INC","ADRENALIN CHLORIDE SOL 1:1000 AMP (epinephrine (epinephrine hydrochloride) 30 mg per 30 mL solution for injection ampoule) ERFA CANADA 2012 INC",NA,NA,"active",1951-12-31
FALSE,"00024325","00024325","SINEQUAN","AA PHARMA INC","SINEQUAN (doxepin (doxepin hydrochloride) 10 mg oral capsule) AA PHARMA INC",NA,NA,"active",1970-12-31
FALSE,"00024333","00024333","SINEQUAN","AA PHARMA INC","SINEQUAN (doxepin (doxepin hydrochloride) 25 mg oral capsule) AA PHARMA INC",NA,NA,"active",1970-12-31
FALSE,"00024341","00024341","SINEQUAN","AA PHARMA INC","SINEQUAN (doxepin (doxepin hydrochloride) 50 mg oral capsule) AA PHARMA INC",NA,NA,"active",1970-12-31
FALSE,"00004618","00004618","MYLERAN","ASPEN PHARMACARE CANADA INC.","MYLERAN (busulfan 2 mg oral tablet) ASPEN PHARMACARE CANADA INC.",NA,NA,"active",1954-12-31
TRUE,"00022772","00022772","DILANTIN","PFIZER CANADA INC","DILANTIN (phenytoin sodium 30 mg oral capsule) PFIZER CANADA INC",NA,NA,"active",1951-12-31
TRUE,"00022780","00022780","DILANTIN","PFIZER CANADA INC","DILANTIN (phenytoin sodium 100 mg oral capsule) PFIZER CANADA INC",NA,NA,"active",1951-12-31
FALSE,"00010391","00010391","SINTROM","PALADIN LABS INC","SINTROM (acenocoumarol 4 mg oral tablet) PALADIN LABS INC",NA,NA,"active",1957-12-31
TRUE,"00023698","00023698","DILANTIN INFATABS","PFIZER CANADA INC","DILANTIN INFATABS (phenytoin 50 mg oral tablet) PFIZER CANADA INC",NA,NA,"active",1952-12-31
FALSE,"00065927","00065927","NEO-LARYNGOBIS","TEVA CANADA LIMITED","NEO-LARYNGOBIS (bismuth dipropylacetate 135 mg suppository) TEVA CANADA LIMITED",NA,NA,"active",1950-12-31
FALSE,"00221570","00221570","CERUMOL","THORNTON & ROSS LTD","CERUMOL (chlorobutanol 5 % per 11 mL and dichlorobenzene 2 % per 11 mL and oil of turpentine 10 % per 11 mL and peanut oil 57 % per 11 mL otic drops) THORNTON & ROSS LTD",NA,NA,"active",1971-12-31
FALSE,"00010383","00010383","SINTROM","PALADIN LABS INC","SINTROM (acenocoumarol 1 mg oral tablet) PALADIN LABS INC",NA,NA,"active",1962-12-31
FALSE,"00020885","00020885","TEVA-AMPICILLIN","TEVA CANADA LIMITED","TEVA-AMPICILLIN (NA oral capsule) TEVA CANADA LIMITED",NA,NA,"active",1971-12-31
FALSE,"00020877","00020877","TEVA-AMPICILLIN","TEVA CANADA LIMITED","TEVA-AMPICILLIN (NA oral capsule) TEVA CANADA LIMITED",NA,NA,"active",1971-12-31
FALSE,"00036137","00036137","SOLU-MEDROL","PFIZER CANADA INC","SOLU-MEDROL (methylprednisolone (methylprednisolone sodium succinate) 1 g per vial NA) PFIZER CANADA INC",NA,NA,"active",1971-12-31
FALSE,"00030678","00030678","SOLU-MEDROL","PFIZER CANADA INC","SOLU-MEDROL (methylprednisolone (methylprednisolone sodium succinate) 500 mg per vial NA) PFIZER CANADA INC",NA,NA,"active",1970-12-31
TRUE,"00027944","00027944","VALISONE SCALP LOTION","VALEANT CANADA LP/VALEANT CANADA S.E.C.","VALISONE SCALP LOTION (betamethasone (betamethasone valerate) 0.1 % lotion) VALEANT CANADA LP/VALEANT CANADA S.E.C.",NA,NA,"active",1980-11-04
FALSE,"00035076","00035076","ALCAINE","NOVARTIS PHARMACEUTICALS CANADA INC","ALCAINE (NA ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active",1971-12-31
FALSE,"00038024","00038024","MANNITOL 25%","HOSPIRA HEALTHCARE CORPORATION","MANNITOL 25% (mannitol 250 mg per mL solution for injection) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"active",1970-12-31
TRUE,"00004596","00004596","IMURAN","ASPEN PHARMACARE CANADA INC.","IMURAN (azathioprine 50 mg oral tablet) ASPEN PHARMACARE CANADA INC.",NA,NA,"active",1966-12-31
FALSE,"00004626","00004626","LEUKERAN","ASPEN PHARMACARE CANADA INC.","LEUKERAN (NA oral tablet) ASPEN PHARMACARE CANADA INC.",NA,NA,"active",1957-12-31
FALSE,"00004715","00004715","ALKERAN","ASPEN PHARMACARE CANADA INC.","ALKERAN (NA oral tablet) ASPEN PHARMACARE CANADA INC.",NA,NA,"active",1964-12-31
FALSE,"00223107","00223107","CONRAY 30","LIEBEL-FLARSHEIM CANADA INC","CONRAY 30 (iothalamate meglumine 300 mg per mL solution for injection) LIEBEL-FLARSHEIM CANADA INC",NA,NA,"active",1992-01-29
TRUE,"00035645","00035645","KEFLEX","PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","KEFLEX (cephalexin 250 mg per 5 mL oral suspension) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC",NA,NA,"active",1971-12-31
FALSE,"00224391","00224391","KETALAR","ERFA CANADA 2012 INC","KETALAR (ketamine (ketamine hydrochloride) 10 mg per mL solution for injection) ERFA CANADA 2012 INC",NA,NA,"active",1972-12-31
FALSE,"00224405","00224405","KETALAR","ERFA CANADA 2012 INC","KETALAR (ketamine (ketamine hydrochloride) 50 mg per mL solution for injection) ERFA CANADA 2012 INC",NA,NA,"active",1972-12-31
FALSE,"00226327","00226327","FIORINAL","TRIBUTE PHARMACEUTICALS CANADA INC","FIORINAL (acetylsalicylic acid 330 mg and butalbital 50 mg and caffeine 40 mg oral capsule) TRIBUTE PHARMACEUTICALS CANADA INC",NA,NA,"active",1971-12-31
FALSE,"00037826","00037826","SODIUM CHLORIDE IRRIGATION 9MG/ML","HOSPIRA HEALTHCARE CORPORATION","SODIUM CHLORIDE IRRIGATION 9MG/ML (sodium chloride 9 mg per mL solution for injection) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"active",1964-12-31
TRUE,"00037621","00037621","NITROSTAT","PFIZER CANADA INC","NITROSTAT (nitroglycerin 0.6 mg sublingual tablet) PFIZER CANADA INC",NA,NA,"active",1972-12-31
TRUE,"00037613","00037613","NITROSTAT","PFIZER CANADA INC","NITROSTAT (nitroglycerin 0.3 mg sublingual tablet) PFIZER CANADA INC",NA,NA,"active",1972-12-31
TRUE,"00029246","00029246","DELATESTRYL","VALEANT CANADA LP/VALEANT CANADA S.E.C.","DELATESTRYL (testosterone enanthate 1000 mg per 5 mL solution for injection ampoule) VALEANT CANADA LP/VALEANT CANADA S.E.C.",NA,NA,"active",1955-12-31
FALSE,"00202045","00202045","MAGNOLAX","PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","MAGNOLAX (magnesium hydroxide 60 mg per mL and mineral oil 0.25 mL per mL oral emulsion) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC",NA,NA,"active",1972-12-31
FALSE,"00232351","00232351","VALISONE-G OINTMENT","VALEANT CANADA LP/VALEANT CANADA S.E.C.","VALISONE-G OINTMENT (betamethasone (betamethasone valerate) 1 mg per g and gentamicin (gentamicin sulfate) 1 mg per g cutaneous ointment) VALEANT CANADA LP/VALEANT CANADA S.E.C.",NA,NA,"active",1972-12-31
