ccdd,mp_code,mp_formal_name,mp_en_description,mp_fr_description,mp_status,mp_status_effective_time,mp_type,Health_Canada_identifier,Health_Canada_product_name
"TRUE","02355620","DOM-ATORVASTATIN (atorvastatin (atorvastatin calcium) 20 mg oral tablet) DOMINION PHARMACAL","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","02399490","DOM-ATORVASTATIN (atorvastatin (atorvastatin calcium) 20 mg oral tablet) DOMINION PHARMACAL","NA","NA","Active","20130809",NA,NA,NA
"TRUE","02355639","DOM-ATORVASTATIN (atorvastatin (atorvastatin calcium) 40 mg oral tablet) DOMINION PHARMACAL","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","02399504","DOM-ATORVASTATIN (atorvastatin (atorvastatin calcium) 40 mg oral tablet) DOMINION PHARMACAL","NA","NA","Active","20130809",NA,NA,NA
"TRUE","02253755","DOM-SIMVASTATIN (simvastatin 10 mg oral tablet) DOMINION PHARMACAL","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","02281627","DOM-SIMVASTATIN (simvastatin 10 mg oral tablet) DOMINION PHARMACAL","NA","NA","Active","20060802",NA,NA,NA
"TRUE","02253763","DOM-SIMVASTATIN (simvastatin 20 mg oral tablet) DOMINION PHARMACAL","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","02281635","DOM-SIMVASTATIN (simvastatin 20 mg oral tablet) DOMINION PHARMACAL","NA","NA","Active","20060802",NA,NA,NA
"TRUE","02253771","DOM-SIMVASTATIN (simvastatin 40 mg oral tablet) DOMINION PHARMACAL","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","02281643","DOM-SIMVASTATIN (simvastatin 40 mg oral tablet) DOMINION PHARMACAL","NA","NA","Active","20060802",NA,NA,NA
"TRUE","02253747","DOM-SIMVASTATIN (simvastatin 5 mg oral tablet) DOMINION PHARMACAL","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","02281619","DOM-SIMVASTATIN (simvastatin 5 mg oral tablet) DOMINION PHARMACAL","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","02253798","DOM-SIMVASTATIN (simvastatin 80 mg oral tablet) DOMINION PHARMACAL","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","02281651","DOM-SIMVASTATIN (simvastatin 80 mg oral tablet) DOMINION PHARMACAL","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","02243862","FUCITHALMIC (fusidic acid 1 % ophthalmic drops) AMDIPHARM LIMITED","NA","NA","Active","20010829",NA,NA,NA
"TRUE","02243861","FUCITHALMIC (fusidic acid 1 % ophthalmic drops) AMDIPHARM LIMITED","NA","NA","Inactive","20170717",NA,NA,NA
"TRUE","02314762","IBUPROFEN (ibuprofen 200 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20100305",NA,NA,NA
"TRUE","02314754","IBUPROFEN (ibuprofen 200 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20100305",NA,NA,NA
"TRUE","02420422","JAMP-ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL solution for injection) JAMP PHARMA CORPORATION","NA","NA","Active","20140314",NA,NA,NA
"TRUE","02420414","JAMP-ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL solution for injection) JAMP PHARMA CORPORATION","NA","NA","Active","20140314",NA,NA,NA
"TRUE","02394596","METHADOSE (methadone hydrochloride 10 mg per mL oral solution) MALLINCKRODT CANADA ULC","NA","NA","Active","20130103",NA,NA,NA
"TRUE","02394618","METHADOSE (methadone hydrochloride 10 mg per mL oral solution) MALLINCKRODT CANADA ULC","NA","NA","Active","20130103",NA,NA,NA
"TRUE","02382342","MIDAZOLAM INJECTION USP (midazolam 1 mg per mL solution for injection) PFIZER CANADA INC","NA","NA","Active","20150330",NA,NA,NA
"TRUE","02382377","MIDAZOLAM INJECTION USP (midazolam 1 mg per mL solution for injection) PFIZER CANADA INC","NA","NA","Active","20160615",NA,NA,NA
"TRUE","02382350","MIDAZOLAM INJECTION USP (midazolam 5 mg per mL solution for injection) PFIZER CANADA INC","NA","NA","Active","20160209",NA,NA,NA
"TRUE","02382385","MIDAZOLAM INJECTION USP (midazolam 5 mg per mL solution for injection) PFIZER CANADA INC","NA","NA","Active","20160216",NA,NA,NA
"TRUE","02429691","MINT-CITALOPRAM (citalopram (citalopram hydrobromide) 10 mg oral tablet) MINT PHARMACEUTICALS INC","NA","NA","Active","20151014",NA,NA,NA
"TRUE","02370077","MINT-CITALOPRAM (citalopram (citalopram hydrobromide) 10 mg oral tablet) MINT PHARMACEUTICALS INC","NA","NA","Active","20110913",NA,NA,NA
"TRUE","02429705","MINT-CITALOPRAM (citalopram (citalopram hydrobromide) 20 mg oral tablet) MINT PHARMACEUTICALS INC","NA","NA","Active","20151014",NA,NA,NA
"TRUE","02304686","MINT-CITALOPRAM (citalopram (citalopram hydrobromide) 20 mg oral tablet) MINT PHARMACEUTICALS INC","NA","NA","Active","20080310",NA,NA,NA
"TRUE","02429713","MINT-CITALOPRAM (citalopram (citalopram hydrobromide) 40 mg oral tablet) MINT PHARMACEUTICALS INC","NA","NA","Active","20151014",NA,NA,NA
"TRUE","02304694","MINT-CITALOPRAM (citalopram (citalopram hydrobromide) 40 mg oral tablet) MINT PHARMACEUTICALS INC","NA","NA","Active","20080310",NA,NA,NA
"TRUE","00452149","NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) TEVA CANADA LIMITED","NA","NA","Active","19791231",NA,NA,NA
"TRUE","01934171","NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) TEVA CANADA LIMITED","NA","NA","Active","19941231",NA,NA,NA
"TRUE","01934163","NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) TEVA CANADA LIMITED","NA","NA","Active","19941231",NA,NA,NA
"TRUE","00452130","NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) TEVA CANADA LIMITED","NA","NA","Active","19791231",NA,NA,NA
"TRUE","02377209","NOVORAPID (insulin aspart 100 unit per mL solution for injection 3 mL cartridge) NOVO NORDISK CANADA INC","NA","NA","Active","20120504",NA,NA,NA
"TRUE","02244353","NOVORAPID (insulin aspart 100 unit per mL solution for injection 3 mL cartridge) NOVO NORDISK CANADA INC","NA","NA","Active","20011031",NA,NA,NA
"TRUE","02265532","ONDANSETRON INJECTION (ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL solution for injection) TEVA CANADA LIMITED","NA","NA","Inactive","20170901",NA,NA,NA
"TRUE","02265524","ONDANSETRON INJECTION (ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL solution for injection) TEVA CANADA LIMITED","NA","NA","Active","20060518",NA,NA,NA
"TRUE","02390051","ONDANSETRON INJECTION, USP (ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL solution for injection) MYLAN PHARMACEUTICALS ULC","NA","NA","Active","20130509",NA,NA,NA
"TRUE","02390019","ONDANSETRON INJECTION, USP (ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL solution for injection) MYLAN PHARMACEUTICALS ULC","NA","NA","Active","20130509",NA,NA,NA
"TRUE","02284529","PMS-ASA EC (acetylsalicylic acid 325 mg gastro-resistant tablet) PHARMASCIENCE INC","NA","NA","Active","20060831",NA,NA,NA
"TRUE","02285371","PMS-ASA EC (acetylsalicylic acid 325 mg gastro-resistant tablet) PHARMASCIENCE INC","NA","NA","Active","20060928",NA,NA,NA
"TRUE","02313448","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 10 mg oral tablet) PHARMASCIENCE INC","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","02399377","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 10 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20130326",NA,NA,NA
"TRUE","02313456","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 20 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20100519",NA,NA,NA
"TRUE","02399385","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 20 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20130326",NA,NA,NA
"TRUE","02313464","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 40 mg oral tablet) PHARMASCIENCE INC","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","02399393","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 40 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20130326",NA,NA,NA
"TRUE","02313472","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 80 mg oral tablet) PHARMASCIENCE INC","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","02399407","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 80 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20130326",NA,NA,NA
"TRUE","02231502","PMS-DICLOFENAC (diclofenac sodium 25 mg gastro-resistant tablet) PHARMASCIENCE INC","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","02302616","PMS-DICLOFENAC (diclofenac sodium 25 mg gastro-resistant tablet) PHARMASCIENCE INC","NA","NA","Active","20080512",NA,NA,NA
"TRUE","02302624","PMS-DICLOFENAC (diclofenac sodium 50 mg gastro-resistant tablet) PHARMASCIENCE INC","NA","NA","Active","20080512",NA,NA,NA
"TRUE","02231503","PMS-DICLOFENAC (diclofenac sodium 50 mg gastro-resistant tablet) PHARMASCIENCE INC","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","02294427","PMS-MINOCYCLINE (minocycline (minocycline hydrochloride) 100 mg oral capsule) PHARMASCIENCE INC","NA","NA","Active","20071001",NA,NA,NA
"TRUE","02239239","PMS-MINOCYCLINE (minocycline (minocycline hydrochloride) 100 mg oral capsule) PHARMASCIENCE INC","NA","NA","Inactive","20170930",NA,NA,NA
"TRUE","02239238","PMS-MINOCYCLINE (minocycline (minocycline hydrochloride) 50 mg oral capsule) PHARMASCIENCE INC","NA","NA","Inactive","20170930",NA,NA,NA
"TRUE","02294419","PMS-MINOCYCLINE (minocycline (minocycline hydrochloride) 50 mg oral capsule) PHARMASCIENCE INC","NA","NA","Active","20071001",NA,NA,NA
"TRUE","02270862","PMS-MOMETASONE (mometasone furoate 0.1 % cutaneous ointment) PHARMASCIENCE INC","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","02244769","PMS-MOMETASONE (mometasone furoate 0.1 % cutaneous ointment) PHARMASCIENCE INC","NA","NA","Inactive","20170825",NA,NA,NA
"TRUE","02252635","PMS-SIMVASTATIN (simvastatin 10 mg oral tablet) PHARMASCIENCE INC","NA","NA","Inactive","20170930",NA,NA,NA
"TRUE","02269260","PMS-SIMVASTATIN (simvastatin 10 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20051103",NA,NA,NA
"TRUE","02252643","PMS-SIMVASTATIN (simvastatin 20 mg oral tablet) PHARMASCIENCE INC","NA","NA","Inactive","20170930",NA,NA,NA
"TRUE","02269279","PMS-SIMVASTATIN (simvastatin 20 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20051103",NA,NA,NA
"TRUE","02269287","PMS-SIMVASTATIN (simvastatin 40 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20051103",NA,NA,NA
"TRUE","02252651","PMS-SIMVASTATIN (simvastatin 40 mg oral tablet) PHARMASCIENCE INC","NA","NA","Inactive","20170930",NA,NA,NA
"TRUE","02269252","PMS-SIMVASTATIN (simvastatin 5 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20051103",NA,NA,NA
"TRUE","02252619","PMS-SIMVASTATIN (simvastatin 5 mg oral tablet) PHARMASCIENCE INC","NA","NA","Inactive","20170930",NA,NA,NA
"TRUE","02269295","PMS-SIMVASTATIN (simvastatin 80 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20051103",NA,NA,NA
"TRUE","02252678","PMS-SIMVASTATIN (simvastatin 80 mg oral tablet) PHARMASCIENCE INC","NA","NA","Inactive","20170930",NA,NA,NA
"TRUE","02240807","PMS-TERBINAFINE (terbinafine (terbinafine hydrochloride) 250 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20000214",NA,NA,NA
"TRUE","02294273","PMS-TERBINAFINE (terbinafine (terbinafine hydrochloride) 250 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20090619",NA,NA,NA
"TRUE","02469405","PREVYMIS (letermovir 20 mg per mL solution for injection) MERCK CANADA INC","NA","NA","Active","20171220",NA,NA,NA
"TRUE","02469367","PREVYMIS (letermovir 20 mg per mL solution for injection) MERCK CANADA INC","NA","NA","Active","20171220",NA,NA,NA
"TRUE","02417340","SANDOZ CANDESARTAN (candesartan cilexetil 32 mg oral tablet) SANDOZ CANADA INCORPORATED","NA","NA","Active","20140319",NA,NA,NA
"TRUE","02392267","SANDOZ CANDESARTAN (candesartan cilexetil 32 mg oral tablet) SANDOZ CANADA INCORPORATED","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","02463792","TARO-TESTOSTERONE GEL (testosterone 1 % cutaneous gel) TARO PHARMACEUTICALS INC","NA","NA","Active","20171031",NA,NA,NA
"TRUE","02463806","TARO-TESTOSTERONE GEL (testosterone 1 % cutaneous gel) TARO PHARMACEUTICALS INC","NA","NA","Active","20171031",NA,NA,NA
"TRUE","00842656","TEVA-METOPROLOL (metoprolol tartrate 100 mg oral tablet) TEVA CANADA LIMITED","NA","NA","Active","19891231",NA,NA,NA
"TRUE","00648043","TEVA-METOPROLOL (metoprolol tartrate 100 mg oral tablet) TEVA CANADA LIMITED","NA","NA","Active","19861231",NA,NA,NA
"TRUE","00842648","TEVA-METOPROLOL (metoprolol tartrate 50 mg oral tablet) TEVA CANADA LIMITED","NA","NA","Active","19891231",NA,NA,NA
"TRUE","00648035","TEVA-METOPROLOL (metoprolol tartrate 50 mg oral tablet) TEVA CANADA LIMITED","NA","NA","Active","19861231",NA,NA,NA
"TRUE","02216205","TRUSOPT (dorzolamide (dorzolamide hydrochloride) 2 % ophthalmic drops) PURDUE PHARMA","NA","NA","Active","19961231",NA,NA,NA
"TRUE","02269090","TRUSOPT (dorzolamide (dorzolamide hydrochloride) 2 % ophthalmic drops) PURDUE PHARMA","NA","NA","Active","20060201",NA,NA,NA
