ccdd,mp_code,mp_formal_name,mp_en_description,mp_fr_description,mp_status,mp_status_effective_time,mp_type,Health_Canada_identifier,Health_Canada_product_name
"TRUE","00565040","FUROSEMIDE INJECTION USP (furosemide 40 mg per 4 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION","NA","NA","Inactive","20170728",NA,NA,NA
"TRUE","00565040","FUROSEMIDE INJECTION USP (furosemide 20 mg per 2 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION","NA","NA","Inactive","20170728",NA,NA,NA
"TRUE","00565040","FUROSEMIDE INJECTION USP (furosemide 40 mg per 4 mL solution for injection syringe) HOSPIRA HEALTHCARE CORPORATION","NA","NA","Inactive","20170728",NA,NA,NA
"TRUE","00617288","MORPHINE HP 50 - 50MG/ML USP (morphine sulfate 500 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19871231",NA,NA,NA
"TRUE","00617288","MORPHINE HP 50 - 50MG/ML USP (morphine sulfate 250 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19871231",NA,NA,NA
"TRUE","00617288","MORPHINE HP 50 - 50MG/ML USP (morphine sulfate 50 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19871231",NA,NA,NA
"TRUE","00617288","MORPHINE HP 50 - 50MG/ML USP (morphine sulfate 50 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19871231",NA,NA,NA
"TRUE","00622133","DILAUDID HP (hydromorphone hydrochloride 10 mg per mL solution for injection 50 mL vial) PURDUE PHARMA","NA","NA","Inactive","20170727",NA,NA,NA
"TRUE","00622133","DILAUDID HP (hydromorphone hydrochloride 50 mg per 5 mL solution for injection vial) PURDUE PHARMA","NA","NA","Inactive","20170727",NA,NA,NA
"TRUE","00622133","DILAUDID HP (hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial) PURDUE PHARMA","NA","NA","Inactive","20170727",NA,NA,NA
"TRUE","00676411","MORPHINE HP 25 - 25MG/ML (morphine sulfate 25 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","00676411","MORPHINE HP 25 - 25MG/ML (morphine sulfate 100 mg per 4 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","00839299","VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 10 mg per 4 mL solution for injection ampoule) PFIZER CANADA INC","NA","NA","Active","19941231",NA,NA,NA
"TRUE","00839299","VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 5 mg per 2 mL solution for injection vial) PFIZER CANADA INC","NA","NA","Active","19941231",NA,NA,NA
"TRUE","00839299","VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 10 mg per 4 mL solution for injection vial) PFIZER CANADA INC","NA","NA","Active","19941231",NA,NA,NA
"TRUE","00869317","MORPHINE FORTE INJECTION 25MG/ML USP (morphine sulfate 25 mg per 1 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION","NA","NA","Inactive","20170728",NA,NA,NA
"TRUE","00869317","MORPHINE FORTE INJECTION 25MG/ML USP (morphine sulfate 100 mg per 4 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION","NA","NA","Inactive","20170728",NA,NA,NA
"TRUE","00869325","MORPHINE EXTRA FORTE INJECTION 50MG/ML USP (morphine sulfate 50 mg per mL solution for injection 20 mL vial) HOSPIRA HEALTHCARE CORPORATION","NA","NA","Inactive","20170728",NA,NA,NA
"TRUE","00869325","MORPHINE EXTRA FORTE INJECTION 50MG/ML USP (morphine sulfate 50 mg per mL solution for injection 50 mL vial) HOSPIRA HEALTHCARE CORPORATION","NA","NA","Inactive","20170728",NA,NA,NA
"TRUE","00869325","MORPHINE EXTRA FORTE INJECTION 50MG/ML USP (morphine sulfate 50 mg per 1 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION","NA","NA","Inactive","20170728",NA,NA,NA
"TRUE","00888346","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION","NA","NA","Inactive","20170728",NA,NA,NA
"TRUE","00888346","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION","NA","NA","Inactive","20170728",NA,NA,NA
"TRUE","00888346","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection vial) HOSPIRA HEALTHCARE CORPORATION","NA","NA","Inactive","20170728",NA,NA,NA
"TRUE","00888346","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection vial) HOSPIRA HEALTHCARE CORPORATION","NA","NA","Inactive","20170728",NA,NA,NA
"TRUE","00888346","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION","NA","NA","Inactive","20170728",NA,NA,NA
"TRUE","00888346","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION","NA","NA","Inactive","20170728",NA,NA,NA
"TRUE","01964437","MORPHINE SULFATE INJ 2MG/ML USP (morphine sulfate 2 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","01964437","MORPHINE SULFATE INJ 2MG/ML USP (morphine sulfate 2 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","01980696","MORPHINE SULFATE INJ 1MG/ML USP (morphine sulfate 1 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","01980696","MORPHINE SULFATE INJ 1MG/ML USP (morphine sulfate 5 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","01980696","MORPHINE SULFATE INJ 1MG/ML USP (morphine sulfate 10 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","02097168","RATIO-IPRATROPIUM UDV (ipratropium bromide 250 mcg per 1 mL inhalation solution unit dose vial) TEVA CANADA LIMITED","NA","NA","Active","19951231",NA,NA,NA
"TRUE","02097168","RATIO-IPRATROPIUM UDV (ipratropium bromide 500 mcg per 2 mL inhalation solution unit dose vial) TEVA CANADA LIMITED","NA","NA","Active","19951231",NA,NA,NA
"TRUE","02099705","METHOTREXATE SODIUM INJECTION (methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial) TEVA CANADA LIMITED","NA","NA","Active","19951231",NA,NA,NA
"TRUE","02099705","METHOTREXATE SODIUM INJECTION (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) TEVA CANADA LIMITED","NA","NA","Active","19951231",NA,NA,NA
"TRUE","02099705","METHOTREXATE SODIUM INJECTION (methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial) TEVA CANADA LIMITED","NA","NA","Active","19951231",NA,NA,NA
"TRUE","02137232","MORPHINE SULPHATE INJECTION 1MG/ML (morphine sulfate 5 mg per 5 mL solution for injection vial) HOSPIRA HEALTHCARE CORPORATION","NA","NA","Inactive","20170728",NA,NA,NA
"TRUE","02137232","MORPHINE SULPHATE INJECTION 1MG/ML (morphine sulfate 1 mg per mL solution for injection 50 mL vial) HOSPIRA HEALTHCARE CORPORATION","NA","NA","Inactive","20170728",NA,NA,NA
"TRUE","02139286","CLINDAMYCIN INJECTION (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) FRESENIUS KABI CANADA LTD","NA","NA","Active","19951231",NA,NA,NA
"TRUE","02139286","CLINDAMYCIN INJECTION (clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial) FRESENIUS KABI CANADA LTD","NA","NA","Active","19951231",NA,NA,NA
"TRUE","02139286","CLINDAMYCIN INJECTION (clindamycin (clindamycin phosphate) 9000 mg per 60 mL solution for injection vial) FRESENIUS KABI CANADA LTD","NA","NA","Active","19951231",NA,NA,NA
"TRUE","02139286","CLINDAMYCIN INJECTION (clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial) FRESENIUS KABI CANADA LTD","NA","NA","Active","19951231",NA,NA,NA
"TRUE","02145928","HYDROMORPHONE HP 10 (hydromorphone hydrochloride 100 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19951231",NA,NA,NA
"TRUE","02145928","HYDROMORPHONE HP 10 (hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19951231",NA,NA,NA
"TRUE","02145928","HYDROMORPHONE HP 10 (hydromorphone hydrochloride 50 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19951231",NA,NA,NA
"TRUE","02145928","HYDROMORPHONE HP 10 (hydromorphone hydrochloride 10 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19951231",NA,NA,NA
"TRUE","02145936","HYDROMORPHONE HP 20 (hydromorphone hydrochloride 20 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19951231",NA,NA,NA
"TRUE","02145936","HYDROMORPHONE HP 20 (hydromorphone hydrochloride 1000 mg per 50 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19951231",NA,NA,NA
"TRUE","02145936","HYDROMORPHONE HP 20 (hydromorphone hydrochloride 100 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19951231",NA,NA,NA
"TRUE","02146126","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 50 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19951231",NA,NA,NA
"TRUE","02146126","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 250 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19951231",NA,NA,NA
"TRUE","02146126","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 500 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19951231",NA,NA,NA
"TRUE","02146126","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 50 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19951231",NA,NA,NA
"TRUE","02204274","DEXAMETHASONE-OMEGA (dexamethasone phosphate (dexamethasone sodium phosphate) 10 mg per 1 mL solution for injection vial) OMEGA LABORATORIES LTD","NA","NA","Active","19990630",NA,NA,NA
"TRUE","02204274","DEXAMETHASONE-OMEGA (dexamethasone phosphate (dexamethasone sodium phosphate) 100 mg per 10 mL solution for injection vial) OMEGA LABORATORIES LTD","NA","NA","Active","19990630",NA,NA,NA
"TRUE","02216221","TEVA-IPRATROPIUM STERINEBS (ipratropium bromide 0.025 % per 1 mL inhalation solution unit dose vial) TEVA CANADA LIMITED","NA","NA","Active","19980304",NA,NA,NA
"TRUE","02216221","TEVA-IPRATROPIUM STERINEBS (ipratropium bromide 0.05 % per 2 mL inhalation solution unit dose vial) TEVA CANADA LIMITED","NA","NA","Active","19980304",NA,NA,NA
"TRUE","02230535","CLINDAMYCIN INJECTION USP (clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19990115",NA,NA,NA
"TRUE","02230535","CLINDAMYCIN INJECTION USP (clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19990115",NA,NA,NA
"TRUE","02230535","CLINDAMYCIN INJECTION USP (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19990115",NA,NA,NA
"TRUE","02230540","CLINDAMYCIN INJECTION USP (clindamycin (clindamycin phosphate) 150 mg per mL solution for injection 60 mL vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19990119",NA,NA,NA
"TRUE","02230540","CLINDAMYCIN INJECTION USP (clindamycin (clindamycin phosphate) 150 mg per mL solution for injection 120 mL vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19990119",NA,NA,NA
"TRUE","02239131","MYLAN-IPRATROPIUM SOLUTION (ipratropium bromide 0.25 mg per mL inhalation solution 20 mL bottle) MYLAN PHARMACEUTICALS ULC","NA","NA","Active","19981204",NA,NA,NA
"TRUE","02239131","MYLAN-IPRATROPIUM SOLUTION (ipratropium bromide 0.5 mg per 2 mL inhalation solution unit dose vial) MYLAN PHARMACEUTICALS ULC","NA","NA","Active","19981204",NA,NA,NA
"TRUE","02239131","MYLAN-IPRATROPIUM SOLUTION (ipratropium bromide 0.25 mg per 1 mL inhalation solution unit dose vial) MYLAN PHARMACEUTICALS ULC","NA","NA","Active","19981204",NA,NA,NA
"TRUE","02240434","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","20000210",NA,NA,NA
"TRUE","02240434","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Active","20000210",NA,NA,NA
"TRUE","02240434","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 2500 mcg per 50 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","20000210",NA,NA,NA
"TRUE","02240434","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","20000210",NA,NA,NA
"TRUE","02240434","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","20000210",NA,NA,NA
"TRUE","02261472","FLUCONAZOLE  IN SODIUM CHLORIDE INJECTION USP (fluconazole 200 mg per 100 mL solution for injection bag) BAXTER CORPORATION","NA","NA","Active","20050901",NA,NA,NA
"TRUE","02261472","FLUCONAZOLE  IN SODIUM CHLORIDE INJECTION USP (fluconazole 400 mg per 200 mL solution for injection bag) BAXTER CORPORATION","NA","NA","Active","20050901",NA,NA,NA
"TRUE","02327236","METHOTREXATE INJECTION, BP (methotrexate 1000 mg per 40 mL solution for injection vial) ACCORD HEALTHCARE INC","NA","NA","Active","20110930",NA,NA,NA
"TRUE","02327236","METHOTREXATE INJECTION, BP (methotrexate 50 mg per 2 mL solution for injection vial) ACCORD HEALTHCARE INC","NA","NA","Active","20110930",NA,NA,NA
"TRUE","02327236","METHOTREXATE INJECTION, BP (methotrexate 500 mg per 20 mL solution for injection vial) ACCORD HEALTHCARE INC","NA","NA","Active","20110930",NA,NA,NA
"TRUE","02360365","FUROSEMIDE INJECTION (furosemide 20 mg per 2 mL solution for injection vial) OMEGA LABORATORIES LTD","NA","NA","Active","20110608",NA,NA,NA
"TRUE","02360365","FUROSEMIDE INJECTION (furosemide 40 mg per 4 mL solution for injection vial) OMEGA LABORATORIES LTD","NA","NA","Active","20110608",NA,NA,NA
"TRUE","02382539","FUROSEMIDE INJECTION SDZ (furosemide 20 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Active","20120726",NA,NA,NA
"TRUE","02382539","FUROSEMIDE INJECTION SDZ (furosemide 40 mg per 4 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Active","20120726",NA,NA,NA
"TRUE","02382636","HYDROMORPHONE HYDROCHLORIDE INJECTION USP (hydromorphone hydrochloride 10 mg per mL solution for injection 50 mL vial) PFIZER CANADA INC","NA","NA","Active","20140611",NA,NA,NA
"TRUE","02382636","HYDROMORPHONE HYDROCHLORIDE INJECTION USP (hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial) PFIZER CANADA INC","NA","NA","Active","20140611",NA,NA,NA
"TRUE","02382636","HYDROMORPHONE HYDROCHLORIDE INJECTION USP (hydromorphone hydrochloride 50 mg per 5 mL solution for injection vial) PFIZER CANADA INC","NA","NA","Active","20140611",NA,NA,NA
"TRUE","02382997","MORPHINE SULFATE INJECTION SDZ (morphine sulfate 50 mg per 5 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Active","20121018",NA,NA,NA
"TRUE","02382997","MORPHINE SULFATE INJECTION SDZ (morphine sulfate 10 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Active","20121018",NA,NA,NA
"TRUE","02384124","FENTANYL CITRATE INJECTION SDZ (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Active","20130221",NA,NA,NA
"TRUE","02384124","FENTANYL CITRATE INJECTION SDZ (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Active","20130221",NA,NA,NA
"TRUE","02385406","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) TELIGENT OU","NA","NA","Active","20160418",NA,NA,NA
"TRUE","02385406","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule) TELIGENT OU","NA","NA","Active","20160418",NA,NA,NA
"TRUE","02385716","CLINDAMYCIN INJECTION SDZ (clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","02385716","CLINDAMYCIN INJECTION SDZ (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","02385716","CLINDAMYCIN INJECTION SDZ (clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Inactive","20170803",NA,NA,NA
"TRUE","02387468","LABETALOL HYDROCHLORIDE INJECTION, USP (labetalol hydrochloride 100 mg per 20 mL solution for injection vial) MYLAN PHARMACEUTICALS ULC","NA","NA","Active","20120829",NA,NA,NA
"TRUE","02387468","LABETALOL HYDROCHLORIDE INJECTION, USP (labetalol hydrochloride 200 mg per 40 mL solution for injection vial) MYLAN PHARMACEUTICALS ULC","NA","NA","Active","20120829",NA,NA,NA
"TRUE","02398427","METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","20130214",NA,NA,NA
"TRUE","02398427","METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","20130214",NA,NA,NA
"TRUE","02417626","METHOTREXATE INJECTION, USP (methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial) MYLAN PHARMACEUTICALS ULC","NA","NA","Inactive","20170804",NA,NA,NA
"TRUE","02417626","METHOTREXATE INJECTION, USP (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) MYLAN PHARMACEUTICALS ULC","NA","NA","Inactive","20170804",NA,NA,NA
"TRUE","02419173","JAMP-METHOTREXATE (methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial) JAMP PHARMA CORPORATION","NA","NA","Inactive","20170807",NA,NA,NA
"TRUE","02419173","JAMP-METHOTREXATE (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) JAMP PHARMA CORPORATION","NA","NA","Inactive","20170807",NA,NA,NA
"TRUE","02457075","BACLOFEN INJECTION (baclofen 40 mg per 20 mL solution for injection ampoule) TELIGENT OU","NA","NA","Active","20170825",NA,NA,NA
"TRUE","02457075","BACLOFEN INJECTION (baclofen 10 mg per 5 mL solution for injection ampoule) TELIGENT OU","NA","NA","Active","20170825",NA,NA,NA
"TRUE","02460610","HYDROMORPHONE HYDROCHLORIDE INJECTION HP 10 (hydromorphone hydrochloride 10 mg per 1 mL solution for injection ampoule) STERIMAX INC","NA","NA","Active","20170206",NA,NA,NA
"TRUE","02460610","HYDROMORPHONE HYDROCHLORIDE INJECTION HP 10 (hydromorphone hydrochloride 100 mg per 10 mL solution for injection ampoule) STERIMAX INC","NA","NA","Active","20170206",NA,NA,NA
