mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
"02240749","SUPREFACT DEPOT 3 MONTHS (buséréline (acétate de buséréline) 9,45 mg implant) CHEPLAPHARM ARZNEIMITTEL GMBH","buséréline (acétate de buséréline) 9,45 mg implant","buséréline","mp_fr_description: ""SUPREFACT DEPOT 3 MONTHS (buséréline (acétate de buséréline) 9,45 mg implant) SANOFI-AVENTIS CANADA INC"" -> ""SUPREFACT DEPOT 3 MONTHS (buséréline (acétate de buséréline) 9,45 mg implant) CHEPLAPHARM ARZNEIMITTEL GMBH"""
"02241769","ADVIL LIQUI-GELS (ibuprofène 200 mg capsule orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","ibuprofène 200 mg capsule orale","ibuprofène","mp_fr_description: ""ADVIL LIQUI-GELS (ibuprofène 200 mg capsule orale) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"" -> ""ADVIL LIQUI-GELS (ibuprofène 200 mg capsule orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."""
"02248231","ADVIL EXTRA STRENGTH LIQUI-GELS (ibuprofène 400 mg capsule orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","ibuprofène 400 mg capsule orale","ibuprofène","mp_fr_description: ""ADVIL EXTRA STRENGTH LIQUI-GELS (ibuprofène 400 mg capsule orale) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"" -> ""ADVIL EXTRA STRENGTH LIQUI-GELS (ibuprofène 400 mg capsule orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."""
"02248435","CHILDREN'S ADVIL COLD (ibuprofène 100 mg par 5 mL et chlorhydrate de pseudoéphédrine 15 mg par 5 mL suspension orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","ibuprofène 100 mg par 5 mL et chlorhydrate de pseudoéphédrine 15 mg par 5 mL suspension orale","ibuprofène et pseudoéphédrine","mp_fr_description: ""CHILDREN'S ADVIL COLD (ibuprofène 100 mg par 5 mL et chlorhydrate de pseudoéphédrine 15 mg par 5 mL suspension orale) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"" -> ""CHILDREN'S ADVIL COLD (ibuprofène 100 mg par 5 mL et chlorhydrate de pseudoéphédrine 15 mg par 5 mL suspension orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."""
"02250705","ADVIL COLD & SINUS LIQUI-GELS (ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg capsule orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg capsule orale","ibuprofène et pseudoéphédrine","mp_fr_description: ""ADVIL COLD & SINUS LIQUI-GELS (ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg capsule orale) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"" -> ""ADVIL COLD & SINUS LIQUI-GELS (ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg capsule orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."""
"02267616","ADVIL COLD AND SINUS DAYTIME (ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral","ibuprofène et pseudoéphédrine","mp_fr_description: ""ADVIL COLD AND SINUS DAYTIME (ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"" -> ""ADVIL COLD AND SINUS DAYTIME (ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."""
"02279401","REVATIO (sildénafil (citrate de sildénafil) 20 mg comprimé oral) UPJOHN CANADA ULC","sildénafil (citrate de sildénafil) 20 mg comprimé oral","sildénafil","mp_fr_description: ""REVATIO (sildénafil (citrate de sildénafil) 20 mg comprimé oral) PFIZER CANADA ULC"" -> ""REVATIO (sildénafil (citrate de sildénafil) 20 mg comprimé oral) UPJOHN CANADA ULC"""
"02281074","ACZONE (dapsone 5 % gel cutané) BAUSCH HEALTH, CANADA INC.","dapsone 5 % gel cutané","dapsone","mp_fr_description: ""ACZONE (dapsone 5 % gel cutané) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""ACZONE (dapsone 5 % gel cutané) BAUSCH HEALTH, CANADA INC."""
"02301733","ALEVE TABLETS (naproxène sodique 220 mg comprimé oral) BAYER INC","naproxène sodique 220 mg comprimé oral","naproxène","mp_fr_description: ""ALEVE (naproxène sodique 220 mg comprimé oral) BAYER INC"" -> ""ALEVE TABLETS (naproxène sodique 220 mg comprimé oral) BAYER INC"""
"02326663","ERYTHROMYCIN OPHTHALMIC OINTMENT USP (érythromycine 5 mg par g pommade ophtalmique) LABORATOIRES STERIGEN INC","érythromycine 5 mg par g pommade ophtalmique","érythromycine","mp_fr_description: ""ONGUENT OPHTALMIQUE D'ERYTHROMYCINE USP (érythromycine 5 mg par g pommade ophtalmique) LABORATOIRES STERIGEN INC"" -> ""ERYTHROMYCIN OPHTHALMIC OINTMENT USP (érythromycine 5 mg par g pommade ophtalmique) LABORATOIRES STERIGEN INC"""
"02341611","REVATIO (sildénafil (citrate de sildénafil) 10 mg par 12,5 mL solution injectable fiole) UPJOHN CANADA ULC","sildénafil (citrate de sildénafil) 10 mg par 12,5 mL solution injectable fiole","sildénafil","mp_fr_description: ""REVATIO (sildénafil (citrate de sildénafil) 10 mg par 12,5 mL solution injectable fiole) PFIZER CANADA ULC"" -> ""REVATIO (sildénafil (citrate de sildénafil) 10 mg par 12,5 mL solution injectable fiole) UPJOHN CANADA ULC"""
"02351528","YONDELIS (trabectédine 1 mg par fiole poudre pour solution injectable) VALEO PHARMA INC","trabectédine 1 mg par fiole poudre pour solution injectable","trabectédine","mp_fr_description: ""YONDELIS (trabectédine 1 mg par fiole poudre pour solution injectable) JANSSEN INC"" -> ""YONDELIS (trabectédine 1 mg par fiole poudre pour solution injectable) VALEO PHARMA INC"""
"02357054","JAMP-PANTOPRAZOLE (pantoprazole (pantoprazole sodique sesquihydrate) 40 mg comprimé gastrorésistant) JAMP PHARMA CORPORATION","pantoprazole (pantoprazole sodique) 40 mg comprimé gastrorésistant","pantoprazole","mp_fr_description: ""JAMP-PANTOPRAZOLE (pantoprazole (pantoprazole sodique) 40 mg comprimé gastrorésistant) JAMP PHARMA CORPORATION"" -> ""JAMP-PANTOPRAZOLE (pantoprazole (pantoprazole sodique sesquihydrate) 40 mg comprimé gastrorésistant) JAMP PHARMA CORPORATION"""
"02358131","NO ODOUR PAIN RELIEF CREAM (salicylate de trolamine 13,3 % crème cutanée) CRLS","salicylate de trolamine 13,3 % crème cutanée","salicylate de trolamine","mp_fr_description: ""EXACT NO ODOUR PAIN RELIEF CREAM (salicylate de trolamine 13,3 % crème cutanée) CRLS"" -> ""NO ODOUR PAIN RELIEF CREAM (salicylate de trolamine 13,3 % crème cutanée) CRLS"""
"02392801","TARO-PREGABALIN (prégabaline 25 mg capsule orale) SUN PHARMA CANADA INC","prégabaline 25 mg capsule orale","prégabaline","mp_fr_description: ""RAN-PREGABALIN (prégabaline 25 mg capsule orale) RANBAXY PHARMACEUTICALS CANADA INC."" -> ""TARO-PREGABALIN (prégabaline 25 mg capsule orale) SUN PHARMA CANADA INC"""
"02392828","TARO-PREGABALIN (prégabaline 50 mg capsule orale) SUN PHARMA CANADA INC","prégabaline 50 mg capsule orale","prégabaline","mp_fr_description: ""RAN-PREGABALIN (prégabaline 50 mg capsule orale) RANBAXY PHARMACEUTICALS CANADA INC."" -> ""TARO-PREGABALIN (prégabaline 50 mg capsule orale) SUN PHARMA CANADA INC"""
"02392836","TARO-PREGABALIN (prégabaline 75 mg capsule orale) SUN PHARMA CANADA INC","prégabaline 75 mg capsule orale","prégabaline","mp_fr_description: ""RAN-PREGABALIN (prégabaline 75 mg capsule orale) RANBAXY PHARMACEUTICALS CANADA INC."" -> ""TARO-PREGABALIN (prégabaline 75 mg capsule orale) SUN PHARMA CANADA INC"""
"02392844","TARO-PREGABALIN (prégabaline 150 mg capsule orale) SUN PHARMA CANADA INC","prégabaline 150 mg capsule orale","prégabaline","mp_fr_description: ""RAN-PREGABALIN (prégabaline 150 mg capsule orale) RANBAXY PHARMACEUTICALS CANADA INC."" -> ""TARO-PREGABALIN (prégabaline 150 mg capsule orale) SUN PHARMA CANADA INC"""
"02392852","TARO-PREGABALIN (prégabaline 225 mg capsule orale) SUN PHARMA CANADA INC","prégabaline 225 mg capsule orale","prégabaline","mp_fr_description: ""RAN-PREGABALIN (prégabaline 225 mg capsule orale) RANBAXY PHARMACEUTICALS CANADA INC."" -> ""TARO-PREGABALIN (prégabaline 225 mg capsule orale) SUN PHARMA CANADA INC"""
"02392860","TARO-PREGABALIN (prégabaline 300 mg capsule orale) SUN PHARMA CANADA INC","prégabaline 300 mg capsule orale","prégabaline","mp_fr_description: ""RAN-PREGABALIN (prégabaline 300 mg capsule orale) RANBAXY PHARMACEUTICALS CANADA INC."" -> ""TARO-PREGABALIN (prégabaline 300 mg capsule orale) SUN PHARMA CANADA INC"""
"02395738","ACH-TOPIRAMATE (topiramate 25 mg comprimé oral) ACCORD HEALTHCARE INC","topiramate 25 mg comprimé oral","topiramate","mp_fr_description: ""TOPIRAMATE TABLETS (topiramate 25 mg comprimé oral) ACCORD HEALTHCARE INC"" -> ""ACH-TOPIRAMATE (topiramate 25 mg comprimé oral) ACCORD HEALTHCARE INC"""
"02395746","ACH-TOPIRAMATE (topiramate 100 mg comprimé oral) ACCORD HEALTHCARE INC","topiramate 100 mg comprimé oral","topiramate","mp_fr_description: ""TOPIRAMATE TABLETS (topiramate 100 mg comprimé oral) ACCORD HEALTHCARE INC"" -> ""ACH-TOPIRAMATE (topiramate 100 mg comprimé oral) ACCORD HEALTHCARE INC"""
"02395754","ACH-TOPIRAMATE (topiramate 200 mg comprimé oral) ACCORD HEALTHCARE INC","topiramate 200 mg comprimé oral","topiramate","mp_fr_description: ""TOPIRAMATE TABLETS (topiramate 200 mg comprimé oral) ACCORD HEALTHCARE INC"" -> ""ACH-TOPIRAMATE (topiramate 200 mg comprimé oral) ACCORD HEALTHCARE INC"""
"02403986","ACT OLOPATADINE 0.1% (olopatadine (chlorhydrate d'olopatadine) 0,1 % gouttes ophtalmiques) TEVA CANADA LIMITED","olopatadine (chlorhydrate d'olopatadine) 0,1 % gouttes ophtalmiques","olopatadine","mp_fr_description: ""ACT OLOPATADINE 0.1% (olopatadine (chlorhydrate d'olopatadine) 0,1 % gouttes ophtalmiques) ACTAVIS PHARMA COMPANY"" -> ""ACT OLOPATADINE 0.1% (olopatadine (chlorhydrate d'olopatadine) 0,1 % gouttes ophtalmiques) TEVA CANADA LIMITED"""
"02404095","ACT OLOPATADINE 0.2% (olopatadine (chlorhydrate d'olopatadine) 0,2 % gouttes ophtalmiques) TEVA CANADA LIMITED","olopatadine (chlorhydrate d'olopatadine) 0,2 % gouttes ophtalmiques","olopatadine","mp_fr_description: ""ACT OLOPATADINE 0.2% (olopatadine (chlorhydrate d'olopatadine) 0,2 % gouttes ophtalmiques) ACTAVIS PHARMA COMPANY"" -> ""ACT OLOPATADINE 0.2% (olopatadine (chlorhydrate d'olopatadine) 0,2 % gouttes ophtalmiques) TEVA CANADA LIMITED"""
"02408414","JAMP-PANTOPRAZOLE (pantoprazole (pantoprazole sodique sesquihydrate) 20 mg comprimé gastrorésistant) JAMP PHARMA CORPORATION","pantoprazole (pantoprazole sodique) 20 mg comprimé gastrorésistant","pantoprazole","mp_fr_description: ""JAMP-PANTOPRAZOLE (pantoprazole (pantoprazole sodique) 20 mg comprimé gastrorésistant) JAMP PHARMA CORPORATION"" -> ""JAMP-PANTOPRAZOLE (pantoprazole (pantoprazole sodique sesquihydrate) 20 mg comprimé gastrorésistant) JAMP PHARMA CORPORATION"""
"02415623","ADVIL ARTHRITIS PAIN (ibuprofène 400 mg capsule orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","ibuprofène 400 mg capsule orale","ibuprofène","mp_fr_description: ""ADVIL ARTHRITIS PAIN (ibuprofène 400 mg capsule orale) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"" -> ""ADVIL ARTHRITIS PAIN (ibuprofène 400 mg capsule orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."""
"02420317","JAMP-VANCOMYCIN (vancomycine (chlorhydrate de vancomycine) 5 g par fiole poudre pour solution injectable) JAMP PHARMA CORPORATION","vancomycine (chlorhydrate de vancomycine) 5 g par fiole poudre pour solution injectable","vancomycine","ADDED"
"02435810","EPINEPHRINE INJECTION USP (épinéphrine 1 mg par 1 mL solution injectable ampoule) TELIGENT OU","épinéphrine 1 mg par 1 mL solution injectable ampoule","épinéphrine","mp_fr_description: ""EPINEPHRINE INJECTION (épinéphrine 1 mg par 1 mL solution injectable ampoule) TELIGENT OU"" -> ""EPINEPHRINE INJECTION USP (épinéphrine 1 mg par 1 mL solution injectable ampoule) TELIGENT OU"""
"02437252","SIGNIFOR LAR (pasiréotide (pamoate de pasiréotide) 20 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue) RECORDATI RARE DISEASES CANADA INC","pasiréotide (pamoate de pasiréotide) 20 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue","pasiréotide","mp_fr_description: ""SIGNIFOR LAR (pasiréotide (pamoate de pasiréotide) 20 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""SIGNIFOR LAR (pasiréotide (pamoate de pasiréotide) 20 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue) RECORDATI RARE DISEASES CANADA INC"""
"02437260","SIGNIFOR LAR (pasiréotide (pamoate de pasiréotide) 40 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue) RECORDATI RARE DISEASES CANADA INC","pasiréotide (pamoate de pasiréotide) 40 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue","pasiréotide","mp_fr_description: ""SIGNIFOR LAR (pasiréotide (pamoate de pasiréotide) 40 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""SIGNIFOR LAR (pasiréotide (pamoate de pasiréotide) 40 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue) RECORDATI RARE DISEASES CANADA INC"""
"02437279","SIGNIFOR LAR (pasiréotide (pamoate de pasiréotide) 60 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue) RECORDATI RARE DISEASES CANADA INC","pasiréotide (pamoate de pasiréotide) 60 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue","pasiréotide","mp_fr_description: ""SIGNIFOR LAR (pasiréotide (pamoate de pasiréotide) 60 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""SIGNIFOR LAR (pasiréotide (pamoate de pasiréotide) 60 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue) RECORDATI RARE DISEASES CANADA INC"""
"02439654","TEVA-BUPROPION XL (chlorhydrate de bupropion 150 mg comprimé oral à libération prolongée) TEVA CANADA LIMITED","chlorhydrate de bupropion 150 mg comprimé oral à libération prolongée","bupropion","mp_fr_description: ""ACT BUPROPION XL (chlorhydrate de bupropion 150 mg comprimé oral à libération prolongée) ACTAVIS PHARMA COMPANY"" -> ""TEVA-BUPROPION XL (chlorhydrate de bupropion 150 mg comprimé oral à libération prolongée) TEVA CANADA LIMITED"""
"02439662","TEVA-BUPROPION XL (chlorhydrate de bupropion 300 mg comprimé oral à libération prolongée) TEVA CANADA LIMITED","chlorhydrate de bupropion 300 mg comprimé oral à libération prolongée","bupropion","mp_fr_description: ""ACT BUPROPION XL (chlorhydrate de bupropion 300 mg comprimé oral à libération prolongée) ACTAVIS PHARMA COMPANY"" -> ""TEVA-BUPROPION XL (chlorhydrate de bupropion 300 mg comprimé oral à libération prolongée) TEVA CANADA LIMITED"""
"02441241","ERGONOVINE MALEATE INJECTION USP (maléate d'ergonovine 0,25 mg par 1 mL solution injectable ampoule) TELIGENT OU","maléate d'ergonovine 0,25 mg par 1 mL solution injectable ampoule","ergonovine","mp_fr_description: ""ERGONOVINE MALEATE INJECTION (maléate d'ergonovine 0,25 mg par 1 mL solution injectable ampoule) TELIGENT OU"" -> ""ERGONOVINE MALEATE INJECTION USP (maléate d'ergonovine 0,25 mg par 1 mL solution injectable ampoule) TELIGENT OU"""
"02456451","RUPALL (rupatadine (fumarate de rupatadine) 10 mg comprimé oral) MEDEXUS PHARMACEUTICALS INC","rupatadine (fumarate de rupatadine) 10 mg comprimé oral","rupatadine","mp_fr_description: ""RUPALL (rupatadine (fumarate de rupatadine) 10 mg comprimé oral) PEDIAPHARM INC"" -> ""RUPALL (rupatadine (fumarate de rupatadine) 10 mg comprimé oral) MEDEXUS PHARMACEUTICALS INC"""
"02456478","RUPALL (rupatadine (fumarate de rupatadine) 1 mg par mL solution orale) MEDEXUS PHARMACEUTICALS INC","rupatadine (fumarate de rupatadine) 1 mg par mL solution orale","rupatadine","mp_fr_description: ""RUPALL (rupatadine (fumarate de rupatadine) 1 mg par mL solution orale) PEDIAPHARM INC"" -> ""RUPALL (rupatadine (fumarate de rupatadine) 1 mg par mL solution orale) MEDEXUS PHARMACEUTICALS INC"""
"02459655","OTIXAL (ciprofloxacine (chlorhydrate de ciprofloxacine) 0,3 % et acétonide de fluocinolone 0,025 % gouttes otiques) MEDEXUS PHARMACEUTICALS INC","ciprofloxacine (chlorhydrate de ciprofloxacine) 0,3 % et acétonide de fluocinolone 0,025 % gouttes otiques","ciprofloxacine et fluocinolone","mp_fr_description: ""OTIXAL (ciprofloxacine (chlorhydrate de ciprofloxacine) 0,3 % et acétonide de fluocinolone 0,025 % gouttes otiques) PEDIAPHARM INC"" -> ""OTIXAL (ciprofloxacine (chlorhydrate de ciprofloxacine) 0,3 % et acétonide de fluocinolone 0,025 % gouttes otiques) MEDEXUS PHARMACEUTICALS INC"""
"02466392","AURO-NITROFURANTOIN BID (nitrofurantoïne 100 mg capsule orale) AURO PHARMA INC","nitrofurantoïne 100 mg capsule orale","nitrofurantoïne","mp_fr_description: ""AURO-NITROFURANTOIN (nitrofurantoïne 100 mg capsule orale) AURO PHARMA INC"" -> ""AURO-NITROFURANTOIN BID (nitrofurantoïne 100 mg capsule orale) AURO PHARMA INC"""
"02468549","FULVESTRANT INJECTION (fulvestrant 250 mg par 5 mL solution injectable seringue) MYLAN PHARMACEUTICALS ULC","fulvestrant 250 mg par 5 mL solution injectable seringue","fulvestrant","ADDED"
"02472945","CONTRAVE (chlorhydrate de bupropion 90 mg et chlorhydrate de naltrexone 8 mg comprimé oral à libération prolongée) BAUSCH HEALTH, CANADA INC.","chlorhydrate de bupropion 90 mg et chlorhydrate de naltrexone 8 mg comprimé oral à libération prolongée","bupropion et naltrexone","mp_fr_description: ""CONTRAVE (chlorhydrate de bupropion 90 mg et chlorhydrate de naltrexone 8 mg comprimé oral à libération prolongée) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""CONTRAVE (chlorhydrate de bupropion 90 mg et chlorhydrate de naltrexone 8 mg comprimé oral à libération prolongée) BAUSCH HEALTH, CANADA INC."""
"02478242","CHILDREN'S CLEAR ALLERGY FORMULA (chlorhydrate de diphenhydramine 6,25 mg par 5 mL solution orale) JUNO OTC INC","chlorhydrate de diphenhydramine 6,25 mg par 5 mL solution orale","diphenhydramine","ADDED"
"02480425","SIGNIFOR LAR (pasiréotide (pamoate de pasiréotide) 10 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue) RECORDATI RARE DISEASES CANADA INC","pasiréotide (pamoate de pasiréotide) 10 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue","pasiréotide","mp_fr_description: ""SIGNIFOR LAR (pasiréotide (pamoate de pasiréotide) 10 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""SIGNIFOR LAR (pasiréotide (pamoate de pasiréotide) 10 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue) RECORDATI RARE DISEASES CANADA INC"""
"02480433","SIGNIFOR LAR (pasiréotide (pamoate de pasiréotide) 30 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue) RECORDATI RARE DISEASES CANADA INC","pasiréotide (pamoate de pasiréotide) 30 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue","pasiréotide","mp_fr_description: ""SIGNIFOR LAR (pasiréotide (pamoate de pasiréotide) 30 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""SIGNIFOR LAR (pasiréotide (pamoate de pasiréotide) 30 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue) RECORDATI RARE DISEASES CANADA INC"""
"02485451","CLINDAMYCIN INJECTION IN 5% DEXTROSE (clindamycine (phosphate de clindamycine) 300 mg par 50 mL solution injectable sac) BAXTER CORPORATION","clindamycine (phosphate de clindamycine) 300 mg par 50 mL solution injectable sac","clindamycine","ADDED"
"02485478","CLINDAMYCIN INJECTION IN 5% DEXTROSE (clindamycine (phosphate de clindamycine) 600 mg par 50 mL solution injectable sac) BAXTER CORPORATION","clindamycine (phosphate de clindamycine) 600 mg par 50 mL solution injectable sac","clindamycine","ADDED"
