mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
"02399733","ADVIL COLD & SINUS CONVENIENCE PACK (maléate de chlorphéniramine 2 mg et ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral ) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","maléate de chlorphéniramine 2 mg et ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral","chlorphéniramine et ibuprofène et pseudoéphédrine","mp_fr_description: ""ADVIL COLD & SINUS CONVENIENCE PACK (maléate de chlorphéniramine 2 mg et ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral ) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"" -> ""ADVIL COLD & SINUS CONVENIENCE PACK (maléate de chlorphéniramine 2 mg et ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral ) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"""
"02401746","GENOTROPIN (somatropine 0,2 mg poudre pour solution injectable avec solution diluante par seringue) PFIZER CANADA ULC","somatropine 0,2 mg poudre pour solution injectable avec solution diluante par seringue","somatropine","ADDED"
"02401754","GENOTROPIN (somatropine 0,4 mg poudre pour solution injectable avec solution diluante par seringue) PFIZER CANADA ULC","somatropine 0,4 mg poudre pour solution injectable avec solution diluante par seringue","somatropine","ADDED"
"02410583","ADVIL DAY/NIGHT CONVENIENCE PACK (chlorhydrate de diphenhydramine 25 mg et ibuprofène 200 mg capsule orale avec ibuprofène 200 mg capsule orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","chlorhydrate de diphenhydramine 25 mg et ibuprofène 200 mg capsule orale avec ibuprofène 200 mg capsule orale","diphenhydramine et ibuprofène","mp_fr_description: ""ADVIL DAY/NIGHT CONVENIENCE PACK (chlorhydrate de diphenhydramine 25 mg et ibuprofène 200 mg capsule orale avec ibuprofène 200 mg capsule orale) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"" -> ""ADVIL DAY/NIGHT CONVENIENCE PACK (chlorhydrate de diphenhydramine 25 mg et ibuprofène 200 mg capsule orale avec ibuprofène 200 mg capsule orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"""
"02419556","ACH-AMLODIPINE (amlodipine (bésylate d'amlodipine) 2,5 mg comprimé oral) ACCORD HEALTHCARE INC","amlodipine (bésylate d'amlodipine) 2,5 mg comprimé oral","amlodipine","mp_fr_description: ""AMLODIPINE BESYLATE TABLETS USP (amlodipine (bésylate d'amlodipine) 2,5 mg comprimé oral) ACCORD HEALTHCARE INC"" -> ""ACH-AMLODIPINE (amlodipine (bésylate d'amlodipine) 2,5 mg comprimé oral) ACCORD HEALTHCARE INC"""
"02419564","ACH-AMLODIPINE (amlodipine (bésylate d'amlodipine) 5 mg comprimé oral) ACCORD HEALTHCARE INC","amlodipine (bésylate d'amlodipine) 5 mg comprimé oral","amlodipine","mp_fr_description: ""AMLODIPINE BESYLATE TABLETS USP (amlodipine (bésylate d'amlodipine) 5 mg comprimé oral) ACCORD HEALTHCARE INC"" -> ""ACH-AMLODIPINE (amlodipine (bésylate d'amlodipine) 5 mg comprimé oral) ACCORD HEALTHCARE INC"""
"02419572","ACH-AMLODIPINE (amlodipine (bésylate d'amlodipine) 10 mg comprimé oral) ACCORD HEALTHCARE INC","amlodipine (bésylate d'amlodipine) 10 mg comprimé oral","amlodipine","mp_fr_description: ""AMLODIPINE BESYLATE TABLETS USP (amlodipine (bésylate d'amlodipine) 10 mg comprimé oral) ACCORD HEALTHCARE INC"" -> ""ACH-AMLODIPINE (amlodipine (bésylate d'amlodipine) 10 mg comprimé oral) ACCORD HEALTHCARE INC"""
"02421488","LEVODOPA-CARBIDOPA CR (carbidopa 25 mg et lévodopa 100 mg comprimé oral à libération prolongée) PHARMASCIENCE INC","carbidopa 25 mg et lévodopa 100 mg comprimé oral à libération prolongée","carbidopa et lévodopa","mp_fr_description: ""PMS-LEVOCARB CR (carbidopa 25 mg et lévodopa 100 mg comprimé oral à libération prolongée) PHARMASCIENCE INC"" -> ""LEVODOPA-CARBIDOPA CR (carbidopa 25 mg et lévodopa 100 mg comprimé oral à libération prolongée) PHARMASCIENCE INC"""
"02421496","LEVODOPA-CARBIDOPA CR (carbidopa 50 mg et lévodopa 200 mg comprimé oral à libération prolongée) PHARMASCIENCE INC","carbidopa 50 mg et lévodopa 200 mg comprimé oral à libération prolongée","carbidopa et lévodopa","mp_fr_description: ""PMS-LEVOCARB CR (carbidopa 50 mg et lévodopa 200 mg comprimé oral à libération prolongée) PHARMASCIENCE INC"" -> ""LEVODOPA-CARBIDOPA CR (carbidopa 50 mg et lévodopa 200 mg comprimé oral à libération prolongée) PHARMASCIENCE INC"""
"02441160","ACT TEMOZOLOMIDE (témozolomide 5 mg capsule orale) TEVA CANADA LIMITED","témozolomide 5 mg capsule orale","témozolomide","mp_fr_description: ""ACT TEMOZOLOMIDE (témozolomide 5 mg capsule orale) ACTAVIS PHARMA COMPANY"" -> ""ACT TEMOZOLOMIDE (témozolomide 5 mg capsule orale) TEVA CANADA LIMITED"""
"02450860","ACH-QUETIAPINE FUMARATE XR (quétiapine (fumarate de quétiapine) 50 mg comprimé oral à libération prolongée) ACCORD HEALTHCARE INC","quétiapine (fumarate de quétiapine) 50 mg comprimé oral à libération prolongée","quétiapine","ADDED"
"02450879","ACH-QUETIAPINE FUMARATE XR (quétiapine (fumarate de quétiapine) 150 mg comprimé oral à libération prolongée) ACCORD HEALTHCARE INC","quétiapine (fumarate de quétiapine) 150 mg comprimé oral à libération prolongée","quétiapine","ADDED"
"02450887","ACH-QUETIAPINE FUMARATE XR (quétiapine (fumarate de quétiapine) 200 mg comprimé oral à libération prolongée) ACCORD HEALTHCARE INC","quétiapine (fumarate de quétiapine) 200 mg comprimé oral à libération prolongée","quétiapine","ADDED"
"02450909","ACH-QUETIAPINE FUMARATE XR (quétiapine (fumarate de quétiapine) 400 mg comprimé oral à libération prolongée) ACCORD HEALTHCARE INC","quétiapine (fumarate de quétiapine) 400 mg comprimé oral à libération prolongée","quétiapine","ADDED"
"02453584","VITAMIN A (100,000 IU) AND VITAMIN E (20 IU) ORAL LIQUID PREPARATION (acétate d'alpha-tocophérol 20 unité et palmitate de rétinyle 100000 unité capsule orale) NUTRICORP INTERNATIONAL","acétate d'alpha-tocophérol 20 unité et palmitate de rétinyle 100000 unité capsule orale","alpha-tocophérol et rétinol","mp_fr_description: ""VITAMIN A (100,000 IU) AND VITAMIN E (20 IU) ORAL LIQUID PREPARATION (acétate de alpha-tocophéryle 20 unité et palmitate de rétinyle 100000 unité capsule orale) NUTRICORP INTERNATIONAL"" -> ""VITAMIN A (100,000 IU) AND VITAMIN E (20 IU) ORAL LIQUID PREPARATION (acétate d'alpha-tocophérol 20 unité et palmitate de rétinyle 100000 unité capsule orale) NUTRICORP INTERNATIONAL""
ntp_fr_description: ""acétate de alpha-tocophéryle 20 unité et palmitate de rétinyle 100000 unité capsule orale"" -> ""acétate d'alpha-tocophérol 20 unité et palmitate de rétinyle 100000 unité capsule orale"""
"02453592","VITAMIN A (200,000 IU) AND VITAMIN E (40 IU) ORAL LIQUID PREPARATION (acétate d'alpha-tocophérol 40 unité et palmitate de rétinyle 200000 unité capsule orale) NUTRICORP INTERNATIONAL","acétate d'alpha-tocophérol 40 unité et palmitate de rétinyle 200000 unité capsule orale","alpha-tocophérol et rétinol","mp_fr_description: ""VITAMIN A (200,000 IU) AND VITAMIN E (40 IU) ORAL LIQUID PREPARATION (acétate de alpha-tocophéryle 40 unité et palmitate de rétinyle 200000 unité capsule orale) NUTRICORP INTERNATIONAL"" -> ""VITAMIN A (200,000 IU) AND VITAMIN E (40 IU) ORAL LIQUID PREPARATION (acétate d'alpha-tocophérol 40 unité et palmitate de rétinyle 200000 unité capsule orale) NUTRICORP INTERNATIONAL""
ntp_fr_description: ""acétate de alpha-tocophéryle 40 unité et palmitate de rétinyle 200000 unité capsule orale"" -> ""acétate d'alpha-tocophérol 40 unité et palmitate de rétinyle 200000 unité capsule orale"""
"02474735","METHOTREXATE INJECTION BP WITHOUT PRESERVATIVE (20 ML SINGLE-USE VIALS) (méthotrexate (méthotrexate sodique) 500 mg par 20 mL solution injectable fiole) ACCORD HEALTHCARE INC","méthotrexate (méthotrexate sodique) 500 mg par 20 mL solution injectable fiole","méthotrexate","mp_fr_description: ""METHOTREXATE INJECTION BP (méthotrexate (méthotrexate sodique) 500 mg par 20 mL solution injectable fiole) ACCORD HEALTHCARE INC"" -> ""METHOTREXATE INJECTION BP WITHOUT PRESERVATIVE (20 ML SINGLE-USE VIALS) (méthotrexate (méthotrexate sodique) 500 mg par 20 mL solution injectable fiole) ACCORD HEALTHCARE INC"""
"02479036","SMOOTH AND SILKY LISSE ET SOYEUX DANDRUFF PYRITHIONE ZINC SHAMPOO (pyrithione zincique 1 % shampoing) APOLLO HEALTH AND BEAUTY CARE","pyrithione zincique 1 % shampoing","pyrithione zincique","mp_fr_description: ""SMOOTH AND SILKY LISSE ET SOYEUX DANDRUFF PYRITHIONE ZINC SHAMPOO (pyrithione zincique 1 % shampoing) APOLLO HEALTH AND BEAUTY CARE INC."" -> ""SMOOTH AND SILKY LISSE ET SOYEUX DANDRUFF PYRITHIONE ZINC SHAMPOO (pyrithione zincique 1 % shampoing) APOLLO HEALTH AND BEAUTY CARE"""
"02479044","ORIGINAL / ORIGINALE DANDRUFF PYRITHIONE ZINC SHAMPOO & CONDITIONER (pyrithione zincique 1 % shampoing) APOLLO HEALTH AND BEAUTY CARE","pyrithione zincique 1 % shampoing","pyrithione zincique","mp_fr_description: ""ORIGINAL / ORIGINALE DANDRUFF PYRITHIONE ZINC SHAMPOO & CONDITIONER (pyrithione zincique 1 % shampoing) APOLLO HEALTH AND BEAUTY CARE INC."" -> ""ORIGINAL / ORIGINALE DANDRUFF PYRITHIONE ZINC SHAMPOO & CONDITIONER (pyrithione zincique 1 % shampoing) APOLLO HEALTH AND BEAUTY CARE"""
"02479052","GREEN APPLE POMME VERTE DANDRUFF PYRITHIONE ZINC SHAMPOO (pyrithione zincique 1 % shampoing) APOLLO HEALTH AND BEAUTY CARE","pyrithione zincique 1 % shampoing","pyrithione zincique","mp_fr_description: ""GREEN APPLE POMME VERTE DANDRUFF PYRITHIONE ZINC SHAMPOO (pyrithione zincique 1 % shampoing) APOLLO HEALTH AND BEAUTY CARE INC."" -> ""GREEN APPLE POMME VERTE DANDRUFF PYRITHIONE ZINC SHAMPOO (pyrithione zincique 1 % shampoing) APOLLO HEALTH AND BEAUTY CARE"""
"02479079","CLEANSING NETTOYANT DANDRUFF PYRITHIONE ZINC SHAMPOO (pyrithione zincique 1 % shampoing) APOLLO HEALTH AND BEAUTY CARE","pyrithione zincique 1 % shampoing","pyrithione zincique","mp_fr_description: ""CLEANSING NETTOYANT DANDRUFF PYRITHIONE ZINC SHAMPOO (pyrithione zincique 1 % shampoing) APOLLO HEALTH AND BEAUTY CARE INC."" -> ""CLEANSING NETTOYANT DANDRUFF PYRITHIONE ZINC SHAMPOO (pyrithione zincique 1 % shampoing) APOLLO HEALTH AND BEAUTY CARE"""
"02479095","GREEN APPLE POMME VERTE DANDRUFF PYRITHIONE ZINC SHAMPOO & CONDITIONER (pyrithione zincique 1 % shampoing) APOLLO HEALTH AND BEAUTY CARE","pyrithione zincique 1 % shampoing","pyrithione zincique","mp_fr_description: ""GREEN APPLE POMME VERTE DANDRUFF PYRITHIONE ZINC SHAMPOO & CONDITIONER (pyrithione zincique 1 % shampoing) APOLLO HEALTH AND BEAUTY CARE INC."" -> ""GREEN APPLE POMME VERTE DANDRUFF PYRITHIONE ZINC SHAMPOO & CONDITIONER (pyrithione zincique 1 % shampoing) APOLLO HEALTH AND BEAUTY CARE"""
"02487993","METHYLENE BLUE INJECTION (bleu de méthylène 50 mg par 5 mL solution injectable fiole) PHEBRA PTY LTD","bleu de méthylène 50 mg par 5 mL solution injectable fiole","bleu de méthylène","ADDED"
"02489392","NRA-ZOLMITRIPTAN (zolmitriptan 2,5 mg comprimé oral) NORA PHARMA INC","zolmitriptan 2,5 mg comprimé oral","zolmitriptan","ADDED"
"02490315","VITRAKVI (larotrectinib (larotrectinib sulfate) 25 mg capsule orale) BAYER INC","larotrectinib (larotrectinib sulfate) 25 mg capsule orale","larotrectinib","ADDED"
"02490323","VITRAKVI (larotrectinib (larotrectinib sulfate) 100 mg capsule orale) BAYER INC","larotrectinib (larotrectinib sulfate) 100 mg capsule orale","larotrectinib","ADDED"
"02490838","DAPTOMYCIN FOR INJECTION (daptomycine 500 mg par fiole poudre pour solution injectable) SANDOZ CANADA INCORPORATED","daptomycine 500 mg par fiole poudre pour solution injectable","daptomycine","ADDED"
"02492911","SANDOZ EVEROLIMUS (évérolimus 2,5 mg comprimé oral) SANDOZ CANADA INCORPORATED","évérolimus 2,5 mg comprimé oral","évérolimus","ADDED"
"02492938","SANDOZ EVEROLIMUS (évérolimus 5 mg comprimé oral) SANDOZ CANADA INCORPORATED","évérolimus 5 mg comprimé oral","évérolimus","ADDED"
"02492946","SANDOZ EVEROLIMUS (évérolimus 10 mg comprimé oral) SANDOZ CANADA INCORPORATED","évérolimus 10 mg comprimé oral","évérolimus","ADDED"
"02493039","PRZ-SOLIFENACIN (succinate de solifénacine 5 mg comprimé oral) PHARMARIS CANADA INC","succinate de solifénacine 5 mg comprimé oral","solifénacine","ADDED"
"02493047","PRZ-SOLIFENACIN (succinate de solifénacine 10 mg comprimé oral) PHARMARIS CANADA INC","succinate de solifénacine 10 mg comprimé oral","solifénacine","ADDED"
"02493705","JAMP FLECAINIDE (acétate de flécaïnide 50 mg comprimé oral) JAMP PHARMA CORPORATION","acétate de flécaïnide 50 mg comprimé oral","flécaïnide","ADDED"
"02493713","JAMP FLECAINIDE (acétate de flécaïnide 100 mg comprimé oral) JAMP PHARMA CORPORATION","acétate de flécaïnide 100 mg comprimé oral","flécaïnide","ADDED"
"02494299","SMOOTH AND SILKY LISSE ET SOYEUX DANDRUFF PYRITHIONE ZINC CONDITIONER (pyrithione zincique 0,3 % shampoing) APOLLO HEALTH AND BEAUTY CARE","pyrithione zincique 0,3 % shampoing","pyrithione zincique","mp_fr_description: ""SMOOTH AND SILKY LISSE ET SOYEUX DANDRUFF PYRITHIONE ZINC CONDITIONER (pyrithione zincique 0,3 % shampoing) APOLLO HEALTH AND BEAUTY CARE INC."" -> ""SMOOTH AND SILKY LISSE ET SOYEUX DANDRUFF PYRITHIONE ZINC CONDITIONER (pyrithione zincique 0,3 % shampoing) APOLLO HEALTH AND BEAUTY CARE"""
"02494337","TEVA-LIOTHYRONINE (liothyronine (liothyronine sodique) 5 mcg comprimé oral) TEVA CANADA LIMITED","liothyronine (liothyronine sodique) 5 mcg comprimé oral","liothyronine","ADDED"
"02494345","TEVA-LIOTHYRONINE (liothyronine (liothyronine sodique) 25 mcg comprimé oral) TEVA CANADA LIMITED","liothyronine (liothyronine sodique) 25 mcg comprimé oral","liothyronine","ADDED"
"02494590","DAPTOMYCIN FOR INJECTION (daptomycine 500 mg par fiole poudre pour solution injectable) ACCORD HEALTHCARE INC","daptomycine 500 mg par fiole poudre pour solution injectable","daptomycine","ADDED"
"02495589","OSNUVO (tériparatide 600 mcg par 2,4 mL solution injectable cartouche) AVIR PHARMA INC.","tériparatide 600 mcg par 2,4 mL solution injectable cartouche","tériparatide","ADDED"
"02495783","JAMP METHADONE ORAL CONCENTRATE (chlorhydrate de méthadone 10 mg par mL solution orale) JAMP PHARMA CORPORATION","chlorhydrate de méthadone 10 mg par mL solution orale","méthadone","ADDED"
